"date","plot","treatment","plant","volume","BRIX","mass"
2016-06-07,"CSR7","C","CSR7-6",0.0181818181818182,0,0
2016-06-07,"CHSR8","H","CHSR8-4",0,0,0
2016-06-07,"ESR2","C","ESR2-2",0,0,0
2016-06-07,"CSR7","C","CSR7-5",0,0,0
2016-06-07,"CHSR8","H","CHSR8-1",0,0,0
2016-06-07,"EC3","C","EC3-1",0,0,0
2016-06-07,"CHSR8","H","CHSR8-2",0,0,0
2016-06-07,"WSR10","C","WSR10-7",0,0,0
2016-06-07,"WHSR9","H","WHSR9-3",0,0,0
2016-06-07,"CSR7","C","CSR7-9",0,0,0
2016-06-07,"CH5","H","CH5-4",0.0181818181818182,0,0
2016-06-07,"EC3","C","EC3-3",0.0727272727272727,20,0.0157236363636364
2016-06-07,"EC3","C","EC3-3",0.2,20,0.04324
2016-06-07,"WHSR9","H","WHSR9-2",0.127272727272727,22,0.03052
2016-06-07,"EHSR1","H","EHSR1-1",0.218181818181818,22,0.05232
2016-06-07,"EHSR1","H","EHSR1-5",0.145454545454545,22,0.03488
2016-06-07,"WHSR9","H","WHSR9-2",0.2,22,0.04796
2016-06-07,"CC6","C","CC6-1",0.254545454545455,24,0.0671490909090909
2016-06-07,"EC3","C","EC3-3",0.0545454545454545,24,0.0143890909090909
2016-06-07,"EHSR1","H","EHSR1-1",0.4,24,0.10552
2016-06-07,"EC3","C","EC3-1",0.127272727272727,25,0.0366672727272727
2016-06-07,"EHSR1","H","EHSR1-5",0.0727272727272727,25,0.0209527272727273
2016-06-07,"CSR7","C","CSR7-5",0.0545454545454545,26,0.0157145454545455
2016-06-07,"EC3","C","EC3-1",0.145454545454545,28,0.0455127272727273
2016-06-07,"WSR10","C","WSR10-1",0.109090909090909,28,0.0341345454545455
2016-06-07,"CH5","H","CH5-3",0.181818181818182,28,0.0568909090909091
2016-06-07,"CC6","C","CC6-1",0.0727272727272727,29,0.0245890909090909
2016-06-07,"EHSR1","H","EHSR1-1",0.381818181818182,30,0.129092727272727
2016-06-07,"CC6","C","CC6-10",0.127272727272727,30,0.0430309090909091
2016-06-07,"CC6","C","CC6-10",0.127272727272727,30,0.0430309090909091
2016-06-07,"CH5","H","CH5-2",0.0909090909090909,30,0.0307363636363636
2016-06-07,"WSR10","C","WSR10-3",0.0727272727272727,30,0.0245890909090909
2016-06-07,"CSR7","C","CSR7-3",0.145454545454545,30,0.0491781818181818
2016-06-07,"CH5","H","CH5-2",0.0909090909090909,32,0.0330636363636364
2016-06-07,"CC6","C","CC6-1",0.0545454545454545,32,0.0198381818181818
2016-06-07,"EH4","H","EH4-8",0.145454545454545,33,0.0566981818181818
2016-06-07,"CSR7","C","CSR7-8",0.2,34,0.07796
2016-06-07,"WSR10","C","WSR10-1",0.0727272727272727,35,0.0302690909090909
2016-06-07,"CC6","C","CC6-10",0.0909090909090909,36,0.0378363636363636
2016-06-07,"WHSR9","H","WHSR9-3",0.0727272727272727,38,0.0322327272727273
2016-06-07,"CHSR8","H","CHSR8-4",0.0545454545454545,39,0.0256690909090909
2016-06-07,"ESR2","C","ESR2-6",0.109090909090909,39,0.0513381818181818
2016-06-07,"ESR2","C","ESR2-6",0.145454545454545,39,0.0684509090909091
2016-06-07,"EH4","H","EH4-4",0.290909090909091,39,0.136901818181818
2016-06-07,"EH4","H","EH4-9",0.145454545454545,40,0.0684509090909091
2016-06-07,"WSR10","C","WSR10-1",0.0363636363636364,41,0.0181236363636364
2016-06-07,"EH4","H","EH4-3",0.0909090909090909,42,0.0453090909090909
2016-06-07,"WSR10","C","WSR10-3",0.0545454545454545,42,0.0271854545454545
2016-06-07,"CHSR8","H","CHSR8-6",0.0363636363636364,45,0.0202036363636364
2016-06-07,"EH4","H","EH4-7",0.127272727272727,48,0.0744418181818182
2016-06-07,"CHSR8","H","CHSR8-5",0.0363636363636364,48,0.0212690909090909
2016-06-07,"WSR10","C","WSR10-3",0.127272727272727,49,0.0782472727272727
2016-06-08,"ESR2","C","ESR2-4",0.0181818181818182,0,0
2016-06-08,"ESR2","C","ESR2-6",0,0,0
2016-06-08,"CH5","H","CH5-7",0,0,0
2016-06-08,"CH5","H","CH5-6",0,0,0
2016-06-08,"EHSR1","H","EHSR1-2",0,0,0
2016-06-08,"EC3","C","EC3-1",0,0,0
2016-06-08,"CSR7","C","CSR7-3",0.109090909090909,0,0
2016-06-08,"CSR7","C","CSR7-6",0,0,0
2016-06-08,"EH4","H","EH4-11",0,0,0
2016-06-08,"CSR7","C","CSR7-9",0,0,0
2016-06-08,"CHSR8","H","CHSR8-1",0.109090909090909,0,0
2016-06-08,"EC3","C","EC3-3",0.0181818181818182,0,0
2016-06-08,"CHSR8","H","CHSR8-6",0,0,0
2016-06-08,"CHSR8","H","CHSR8-4",0,0,0
2016-06-08,"CC6","C","CC6-9",0,0,0
2016-06-08,"WC11","C","WC11-3",0,0,0
2016-06-08,"ESR2","C","ESR2-4",0,0,0
2016-06-08,"CSR7","C","CSR7-1",0,0,0
2016-06-08,"WC11","C","WC11-5",0.0909090909090909,2,0.00182727272727273
2016-06-08,"WC11","C","WC11-5",0.145454545454545,3,0.00440727272727273
2016-06-08,"EH4","H","EH4-5",0.0363636363636364,8,0.00299636363636364
2016-06-08,"CC6","C","CC6-7",0.2,11,0.02294
2016-06-08,"EHSR1","H","EHSR1-1",0.145454545454545,11,0.0166836363636364
2016-06-08,"EC3","C","EC3-3",0.327272727272727,11,0.0375381818181818
2016-06-08,"ESR2","C","ESR2-2",0.127272727272727,12,0.0159854545454545
2016-06-08,"WC11","C","WC11-7",0.145454545454545,13,0.0198690909090909
2016-06-08,"CSR7","C","CSR7-5",0.327272727272727,13,0.0447054545454545
2016-06-08,"EC3","C","EC3-1",0.163636363636364,14,0.0241690909090909
2016-06-08,"EC3","C","EC3-3",0.0727272727272727,15,0.0115563636363636
2016-06-08,"WC11","C","WC11-3",0.0727272727272727,16,0.0123781818181818
2016-06-08,"EHSR1","H","EHSR1-1",0.545454545454545,16,0.0928363636363636
2016-06-08,"CC6","C","CC6-6",0.345454545454545,17,0.0627
2016-06-08,"CC6","C","CC6-6",0.218181818181818,17,0.0396
2016-06-08,"CC6","C","CC6-6",0.327272727272727,17,0.0594
2016-06-08,"CC6","C","CC6-7",0.527272727272727,17,0.0957
2016-06-08,"EHSR1","H","EHSR1-5",0.109090909090909,17,0.0198
2016-06-08,"EHSR1","H","EHSR1-2",0.0909090909090909,17,0.0165
2016-06-08,"EH4","H","EH4-3",0.109090909090909,17,0.0198
2016-06-08,"CC6","C","CC6-7",0.109090909090909,18,0.0210545454545455
2016-06-08,"CHSR8","H","CHSR8-4",0.145454545454545,18,0.0280727272727273
2016-06-08,"CH5","H","CH5-3",0.109090909090909,19,0.0223090909090909
2016-06-08,"CSR7","C","CSR7-3",0.0727272727272727,20,0.0157236363636364
2016-06-08,"EHSR1","H","EHSR1-5",0.127272727272727,20,0.0275163636363636
2016-06-08,"CSR7","C","CSR7-8",0.109090909090909,20,0.0235854545454545
2016-06-08,"EHSR1","H","EHSR1-2",0.181818181818182,22,0.0436
2016-06-08,"CC6","C","CC6-7",0.181818181818182,22,0.0436
2016-06-08,"EH4","H","EH4-6",0.345454545454545,23,0.0911309090909091
2016-06-08,"CHSR8","H","CHSR8-1",0.0727272727272727,23,0.0191854545454545
2016-06-08,"EHSR1","H","EHSR1-1",0.418181818181818,24,0.110316363636364
2016-06-08,"CH5","H","CH5-2",0.218181818181818,24,0.0575563636363636
2016-06-08,"WC11","C","WC11-5",0.381818181818182,24,0.100723636363636
2016-06-08,"EH4","H","EH4-4",0.236363636363636,24,0.0623527272727273
2016-06-08,"CH5","H","CH5-5",0.363636363636364,25,0.104763636363636
2016-06-08,"CH5","H","CH5-2",0.181818181818182,25,0.0523818181818182
2016-06-08,"CSR7","C","CSR7-1",0.0363636363636364,25,0.0104763636363636
2016-06-08,"EH4","H","EH4-9",0.145454545454545,25,0.0419054545454545
2016-06-08,"CH5","H","CH5-4",0.236363636363636,26,0.0680963636363636
2016-06-08,"WC11","C","WC11-3",0.2,26,0.05762
2016-06-08,"CH5","H","CH5-3",0.0909090909090909,26,0.0261909090909091
2016-06-08,"CHSR8","H","CHSR8-2",0.0363636363636364,28,0.0113781818181818
2016-06-08,"ESR2","C","ESR2-2",0.327272727272727,29,0.110650909090909
2016-06-08,"ESR2","C","ESR2-6",0.272727272727273,29,0.0922090909090909
2016-06-08,"EH4","H","EH4-8",0.363636363636364,29,0.122945454545455
2016-06-08,"CHSR8","H","CHSR8-5",0.145454545454545,30,0.0491781818181818
2016-06-08,"ESR2","C","ESR2-2",0.2,30,0.06762
2016-06-08,"EC3","C","EC3-1",0.0727272727272727,30,0.0245890909090909
2016-06-08,"EH4","H","EH4-7",0.236363636363636,30,0.0799145454545455
2016-06-08,"CSR7","C","CSR7-3",0.0545454545454545,31,0.0198381818181818
2016-06-08,"CHSR8","H","CHSR8-2",0.0909090909090909,31,0.0330636363636364
2016-06-08,"ESR2","C","ESR2-6",0.145454545454545,31,0.0529018181818182
2016-06-08,"CHSR8","H","CHSR8-1",0.0909090909090909,34,0.0354363636363636
2016-06-08,"EC3","C","EC3-3",0.0363636363636364,35,0.0151345454545455
2016-06-08,"WC11","C","WC11-7",0.163636363636364,36,0.0681054545454546
2016-06-08,"EC3","C","EC3-1",0.145454545454545,37,0.0644654545454545
2016-06-16,"WHSR9","H","WHSR9-2",0.0181818181818182,0,0
2016-06-16,"WC11","C","WC11-1",0,0,0
2016-06-16,"EH4","H","EH4-11",0,0,0
2016-06-16,"WHSR9","H","WHSR9-2",0,0,0
2016-06-16,"WC11","C","WC11-3",0,0,0
2016-06-16,"EH4","H","EH4-6",0,0,0
2016-06-16,"CHSR8","H","CHSR8-4",0.0181818181818182,0,0
2016-06-16,"WHSR9","H","WHSR9-1",0,0,0
2016-06-16,"CHSR8","H","CHSR8-4",0,0,0
2016-06-16,"EHSR1","H","EHSR1-1",0,0,0
2016-06-16,"EHSR1","H","EHSR1-1",0,0,0
2016-06-16,"CSR7","C","CSR7-9",0,0,0
2016-06-16,"CSR7","C","CSR7-9",0,0,0
2016-06-16,"CSR7","C","CSR7-3",0,0,0
2016-06-16,"CHSR8","H","CHSR8-6",0.0181818181818182,0,0
2016-06-16,"CHSR8","H","CHSR8-2",0,0,0
2016-06-16,"CHSR8","H","CHSR8-2",0.0181818181818182,0,0
2016-06-16,"CHSR8","H","CHSR8-5",0,0,0
2016-06-16,"ESR2","C","ESR2-2",0,0,0
2016-06-16,"CH5","H","CH5-6",0,0,0
2016-06-16,"CHSR8","H","CHSR8-5",0,0,0
2016-06-16,"CHSR8","H","CHSR8-6",0,0,0
2016-06-16,"ESR2","C","ESR2-2",0,0,0
2016-06-16,"WHSR9","H","WHSR9-1",0.290909090909091,24,0.0767418181818182
2016-06-16,"WHSR9","H","WHSR9-1",0.127272727272727,33,0.0496109090909091
2016-06-16,"WHSR9","H","WHSR9-1",0.2,38,0.08864
2016-06-16,"WHSR9","H","WHSR9-2",0.127272727272727,41,0.0634327272727273
2016-06-16,"CH5","H","CH5-6",0.109090909090909,43,0.0574690909090909
2016-06-16,"WHSR9","H","WHSR9-2",0.0545454545454545,44,0.0287345454545455
